Customer,Order ID,Product,,Units Sold,Date,Rev,Our cost,,Customer ID,Total Revenue,# of orders
3,758487,White Chocolate Macadamia Nut,,1013,44166,6078,2785.75,,,,
3,199710,Snickerdoodle,,1513,44136,6052,2269.5,,,,
4,682634,Snickerdoodle,,1513,44166,6052,2269.5,,,,
4,552346,White Chocolate Macadamia Nut,,1006,43983,6036,2766.5,,,,
5,263637,White Chocolate Macadamia Nut,,1001,44044,6006,2752.75,,,,
3,793118,Sugar,,2001,43862,6003,2501.25,,,,
3,294935,Chocolate Chip,,1198,43739,5990,2396,,,,
3,582048,Chocolate Chip,,1197,44136,5985,2394,,,,
2,289035,Snickerdoodle,,1496,44105,5984,2244,,,,
3,479703,Oatmeal Raisin,,1190,43983,5950,2618,,,,
3,788517,Snickerdoodle,,1482,43800,5928,2223,,,,
2,382008,White Chocolate Macadamia Nut,,986,44105,5916,2711.5,,,,
3,763666,Chocolate Chip,,1177,44136,5885,2354,,,,
2,837170,Chocolate Chip,,1175,44105,5875,2350,,,,
2,462436,Sugar,,1956,43831,5868,2445,,,,
4,623371,Sugar,,1945,43739,5835,2431.25,,,,
2,434482,Sugar,,1940,43800,5820,2425,,,,
3,151329,Oatmeal Raisin,,1159,43739,5795,2549.8,,,,
4,690780,Chocolate Chip,,1158,43891,5790,2316,,,,
4,869055,Snickerdoodle,,1445,44075,5780,2167.5,,,,
2,203608,Chocolate Chip,,1153,44105,5765,2306,,,,
3,703612,Sugar,,1916,43922,5748,2395,,,,
2,308620,Chocolate Chip,,1143,44105,5715,2286,,,,
3,170867,Oatmeal Raisin,,1143,44105,5715,2514.6,,,,
4,730844,White Chocolate Macadamia Nut,,952,43862,5712,2618,,,,
1,234290,Chocolate Chip,,1142,43983,5710,2284,,,,
3,697568,Chocolate Chip,,1138,44166,5690,2276,,,,
5,691342,Oatmeal Raisin,,1135,43983,5675,2497,,,,
2,149767,Sugar,,1874,44044,5622,2342.5,,,,
2,898591,Chocolate Chip,,1123,43709,5615,2246,,,,
2,304458,Oatmeal Raisin,,1123,44044,5615,2470.6,,,,
2,366080,Sugar,,1870,43800,5610,2337.5,,,,
3,667288,Chocolate Chip,,1122,43891,5610,2244,,,,
2,390355,Sugar,,1867,44075,5601,2333.75,,,,
2,653226,Oatmeal Raisin,,1118,44136,5590,2459.6,,,,
4,128044,Snickerdoodle,,1397,44105,5588,2095.5,,,,
4,686090,Chocolate Chip,,1114,43891,5570,2228,,,,
1,265959,White Chocolate Macadamia Nut,,923,44044,5538,2538.25,,,,
3,604462,Oatmeal Raisin,,1101,43891,5505,2422.2,,,,
4,414628,White Chocolate Macadamia Nut,,914,44166,5484,2513.5,,,,
5,278950,Chocolate Chip,,1095,43952,5475,2190,,,,
5,529578,Chocolate Chip,,1094,43983,5470,2188,,,,
4,745887,Sugar,,1817,44166,5451,2271.25,,,,
4,702657,Snickerdoodle,,1362,44166,5448,2043,,,,
3,234667,White Chocolate Macadamia Nut,,905,44105,5430,2488.75,,,,
2,332447,Chocolate Chip,,1085,44105,5425,2170,,,,
3,300303,Chocolate Chip,,1084,44166,5420,2168,,,,
3,559561,Sugar,,1806,43952,5418,2257.5,,,,
4,558408,Oatmeal Raisin,,1074,43922,5370,2362.8,,,,
4,858867,Snickerdoodle,,1321,43831,5284,1981.5,,,,
5,436748,Chocolate Chip,,1056,44075,5280,2112,,,,
5,531834,Chocolate Chip,,1055,44166,5275,2110,,,,
5,275167,Sugar,,1744,44136,5232,2180,,,,
2,361541,Sugar,,1738.5,43922,5215.5,2173.125,,,,
2,153144,Sugar,,1734,43831,5202,2167.5,,,,
3,842675,Oatmeal Raisin,,1038,43983,5190,2283.6,,,,
4,429472,Chocolate Chip,,1038,43983,5190,2076,,,,
4,601636,Snickerdoodle,,1295,44105,5180,1942.5,,,,
4,304806,White Chocolate Macadamia Nut,,861,44105,5166,2367.75,,,,
1,142979,Chocolate Chip,,1031,43709,5155,2062,,,,
3,600124,Chocolate Chip,,1030,43952,5150,2060,,,,
1,428131,White Chocolate Macadamia Nut,,853,44166,5118,2345.75,,,,
4,721092,Chocolate Chip,,1013,44166,5065,2026,,,,
4,640447,Chocolate Chip,,1006,43983,5030,2012,,,,
3,766207,Oatmeal Raisin,,994,43709,4970,2186.8,,,,
4,560581,Chocolate Chip,,991,43983,4955,1982,,,,
4,108848,Sugar,,1642,44044,4926,2052.5,,,,
3,140794,Chocolate Chip,,974,43862,4870,1948,,,,
5,123431,Chocolate Chip,,973,43891,4865,1946,,,,
1,156941,White Chocolate Macadamia Nut,,809,43739,4854,2224.75,,,,
4,256775,Oatmeal Raisin,,970,43770,4850,2134,,,,
2,666752,White Chocolate Macadamia Nut,,807,43862,4842,2219.25,,,,
3,103112,Snickerdoodle,,1210,43891,4840,1815,,,,
3,518063,Snickerdoodle,,1198,43739,4792,1797,,,,
2,561318,Sugar,,1583,43983,4749,1978.75,,,,
1,628954,Sugar,,1582,44166,4746,1977.5,,,,
1,217808,White Chocolate Macadamia Nut,,790,43952,4740,2172.5,,,,
5,565067,Sugar,,1579,43891,4737,1973.75,,,,
2,550622,Oatmeal Raisin,,947,43709,4735,2083.4,,,,
2,358173,Sugar,,1570,43983,4710,1962.5,,,,
2,544809,Oatmeal Raisin,,941,44136,4705,2070.2,,,,
1,819278,Snickerdoodle,,1174,44044,4696,1761,,,,
1,762271,Sugar,,1565,44105,4695,1956.25,,,,
4,521663,Sugar,,1531,44166,4593,1913.75,,,,
5,770750,Chocolate Chip,,918,43952,4590,1836,,,,
1,587301,Sugar,,1527,43709,4581,1908.75,,,,
5,855262,Chocolate Chip,,914,44166,4570,1828,,,,
1,144696,Chocolate Chip,,912,43770,4560,1824,,,,
3,592176,Sugar,,1514,43739,4542,1892.5,,,,
3,170514,Chocolate Chip,,905,44105,4525,1810,,,,
5,721252,Sugar,,1498,43983,4494,1872.5,,,,
2,356877,Sugar,,1496,44105,4488,1870,,,,
3,138905,Sugar,,1491,43891,4473,1863.75,,,,
4,137994,Snickerdoodle,,1117.5,43831,4470,1676.25,,,,
3,787606,Snickerdoodle,,1116,43862,4464,1674,,,,
3,858624,Oatmeal Raisin,,888,43891,4440,1953.6,,,,
5,249663,Chocolate Chip,,886,43983,4430,1772,,,,
4,455927,White Chocolate Macadamia Nut,,736,43709,4416,2024,,,,
5,889571,Chocolate Chip,,883,44044,4415,1766,,,,
3,629559,Snickerdoodle,,1094,43983,4376,1641,,,,
3,103317,Chocolate Chip,,873,43831,4365,1746,,,,
4,329257,Snickerdoodle,,1085,44105,4340,1627.5,,,,
1,852827,Chocolate Chip,,861,44105,4305,1722,,,,
3,681348,Oatmeal Raisin,,853,44166,4265,1876.6,,,,
5,295390,White Chocolate Macadamia Nut,,704,43739,4224,1936,,,,
2,791359,Sugar,,1397,44105,4191,1746.25,,,,
5,426898,Sugar,,1389,43739,4167,1736.25,,,,
1,285799,Snickerdoodle,,1023,43709,4092,1534.5,,,,
1,311475,White Chocolate Macadamia Nut,,681,43831,4086,1872.75,,,,
2,296951,Snickerdoodle,,1016,43770,4064,1524,,,,
2,151130,Sugar,,1351.5,43922,4054.5,1689.375,,,,
4,875012,Chocolate Chip,,809,43739,4045,1618,,,,
5,411519,Snickerdoodle,,1010,44105,4040,1515,,,,
5,608863,Chocolate Chip,,807,43831,4035,1614,,,,
2,253981,White Chocolate Macadamia Nut,,663,44075,3978,1823.25,,,,
5,196520,White Chocolate Macadamia Nut,,663,43739,3978,1823.25,,,,
5,514091,Sugar,,1326,43891,3978,1657.5,,,,
2,776513,Chocolate Chip,,795,43891,3975,1590,,,,
1,551997,Snickerdoodle,,991,43983,3964,1486.5,,,,
3,899629,White Chocolate Macadamia Nut,,660,43709,3960,1815,,,,
5,505339,Chocolate Chip,,788,43709,3940,1576,,,,
3,387444,Chocolate Chip,,787,43983,3935,1574,,,,
4,573970,White Chocolate Macadamia Nut,,655,43709,3930,1801.25,,,,
5,510933,Sugar,,1281,43800,3843,1601.25,,,,
2,897372,White Chocolate Macadamia Nut,,639,44013,3834,1757.25,,,,
3,584477,White Chocolate Macadamia Nut,,639,44136,3834,1757.25,,,,
5,238791,Chocolate Chip,,766,43739,3830,1532,,,,
3,751314,White Chocolate Macadamia Nut,,635,44166,3810,1746.25,,,,
4,156617,Fortune Cookie,,3802.5,43922,3802.5,1901.25,,,,
3,646205,Sugar,,1265,43770,3795,1581.25,,,,
2,320688,Chocolate Chip,,747,44075,3735,1494,,,,
3,871331,Sugar,,1233,44166,3699,1541.25,,,,
3,602911,Snickerdoodle,,923,43891,3692,1384.5,,,,
2,699845,Sugar,,1227,44105,3681,1533.75,,,,
2,425472,Sugar,,1221,43739,3663,1526.25,,,,
1,741049,White Chocolate Macadamia Nut,,609,44044,3654,1674.75,,,,
1,349645,White Chocolate Macadamia Nut,,606,43922,3636,1666.5,,,,
3,698573,Oatmeal Raisin,,727,43739,3635,1599.4,,,,
4,885205,Chocolate Chip,,727,43983,3635,1454,,,,
5,758323,Chocolate Chip,,727,43739,3635,1454,,,,
4,249563,Snickerdoodle,,908,43800,3632,1362,,,,
4,746705,Fortune Cookie,,3627,44013,3627,1813.5,,,,
1,135967,White Chocolate Macadamia Nut,,604,43983,3624,1661,,,,
4,170761,Chocolate Chip,,723,43922,3615,1446,,,,
4,192398,White Chocolate Macadamia Nut,,602,43983,3612,1655.5,,,,
1,856865,White Chocolate Macadamia Nut,,598,43891,3588,1644.5,,,,
5,103888,Oatmeal Raisin,,711,44166,3555,1564.2,,,,
3,361699,Snickerdoodle,,888,43983,3552,1332,,,,
3,847678,Snickerdoodle,,887,43800,3548,1330.5,,,,
4,533938,Snickerdoodle,,886,43983,3544,1329,,,,
4,137921,Oatmeal Raisin,,708,43983,3540,1557.6,,,,
3,267107,Oatmeal Raisin,,707,44075,3535,1555.4,,,,
3,629523,White Chocolate Macadamia Nut,,588,43800,3528,1617,,,,
2,330030,Sugar,,1175,44105,3525,1468.75,,,,
1,567484,Chocolate Chip,,704,43739,3520,1408,,,,
5,778322,Chocolate Chip,,700,44136,3500,1400,,,,
4,666684,Sugar,,1153,44105,3459,1441.25,,,,
3,578401,Chocolate Chip,,689,43983,3445,1378,,,,
2,609418,White Chocolate Macadamia Nut,,567,44075,3402,1559.25,,,,
5,456841,Chocolate Chip,,678,44044,3390,1356,,,,
5,441711,Sugar,,1123,43770,3369,1403.75,,,,
1,707858,Chocolate Chip,,671,43739,3355,1342,,,,
4,397008,Oatmeal Raisin,,671,43739,3355,1476.2,,,,
1,197116,White Chocolate Macadamia Nut,,555,43831,3330,1526.25,,,,
1,355733,Snickerdoodle,,831,43952,3324,1246.5,,,,
5,847203,Chocolate Chip,,662,43983,3310,1324,,,,
3,433084,White Chocolate Macadamia Nut,,547,44136,3282,1504.25,,,,
4,865204,Snickerdoodle,,819,44013,3276,1228.5,,,,
5,214845,White Chocolate Macadamia Nut,,544,43800,3264,1496,,,,
5,372739,Snickerdoodle,,801,44013,3204,1201.5,,,,
3,480891,Oatmeal Raisin,,635,44166,3175,1397,,,,
5,242657,Snickerdoodle,,792,43891,3168,1188,,,,
2,183779,Oatmeal Raisin,,615,44166,3075,1353,,,,
3,576749,Snickerdoodle,,766,43739,3064,1149,,,,
4,581762,White Chocolate Macadamia Nut,,510,43922,3060,1402.5,,,,
5,208723,Sugar,,1010,44105,3030,1262.5,,,,
5,808356,Sugar,,1005,43709,3015,1256.25,,,,
2,369627,Chocolate Chip,,602,43983,3010,1204,,,,
1,600167,White Chocolate Macadamia Nut,,500,43891,3000,1375,,,,
3,295198,Fortune Cookie,,2996,43739,2996,1498,,,,
5,644686,Fortune Cookie,,2992,43739,2992,1496,,,,
1,178855,Snickerdoodle,,742.5,43922,2970,1113.75,,,,
1,305275,Sugar,,986,44105,2958,1232.5,,,,
2,354480,Sugar,,986,44075,2958,1232.5,,,,
4,197639,Chocolate Chip,,591,43952,2955,1182,,,,
5,421883,Snickerdoodle,,727,43862,2908,1090.5,,,,
4,884057,Oatmeal Raisin,,579,43831,2895,1273.8,,,,
5,619210,Sugar,,959,43862,2877,1198.75,,,,
4,868182,Chocolate Chip,,571,44013,2855,1142,,,,
3,873031,Fortune Cookie,,2851,43739,2851,1425.5,,,,
2,885051,White Chocolate Macadamia Nut,,472,44105,2832,1298,,,,
1,540473,Sugar,,943.5,43922,2830.5,1179.375,,,,
3,390387,Fortune Cookie,,2797,44166,2797,1398.5,,,,
4,399302,Oatmeal Raisin,,552,44044,2760,1214.4,,,,
3,745878,Snickerdoodle,,689,43983,2756,1033.5,,,,
1,738711,Chocolate Chip,,549,43709,2745,1098,,,,
2,533611,Fortune Cookie,,2734,44105,2734,1367,,,,
3,578917,Oatmeal Raisin,,546,44105,2730,1201.2,,,,
5,128675,Fortune Cookie,,2723,44136,2723,1361.5,,,,
4,252717,Fortune Cookie,,2665.5,44013,2665.5,1332.75,,,,
3,641259,Sugar,,888,43983,2664,1110,,,,
1,200053,Fortune Cookie,,2661,43952,2661,1330.5,,,,
5,273665,Snickerdoodle,,663,43952,2652,994.5,,,,
3,747194,Sugar,,880,43952,2640,1100,,,,
3,867837,Sugar,,877,44136,2631,1096.25,,,,
5,818048,Sugar,,866,43952,2598,1082.5,,,,
1,213778,Sugar,,865.5,44013,2596.5,1081.875,,,,
3,830805,Fortune Cookie,,2518,43983,2518,1259,,,,
2,179673,Fortune Cookie,,2501,43891,2501,1250.5,,,,
4,443834,Fortune Cookie,,2500,43770,2500,1250,,,,
3,539666,Fortune Cookie,,2498,43709,2498,1249,,,,
4,249098,Fortune Cookie,,2470,43983,2470,1235,,,,
1,617339,White Chocolate Macadamia Nut,,410,44105,2460,1127.5,,,,
3,451947,Sugar,,808,43800,2424,1010,,,,
4,741765,Fortune Cookie,,2420,44075,2420,1210,,,,
3,460452,Sugar,,787,43983,2361,983.75,,,,
4,323754,Oatmeal Raisin,,472,44105,2360,1038.4,,,,
1,818777,Fortune Cookie,,2342,44136,2342,1171,,,,
4,454312,Fortune Cookie,,2342,44136,2342,1171,,,,
2,336365,Fortune Cookie,,2340,43831,2340,1170,,,,
3,724808,Fortune Cookie,,2328,44075,2328,1164,,,,
4,272243,Fortune Cookie,,2321,44136,2321,1160.5,,,,
4,289924,White Chocolate Macadamia Nut,,386,43770,2316,1061.5,,,,
3,561083,Fortune Cookie,,2313,43952,2313,1156.5,,,,
3,120418,White Chocolate Macadamia Nut,,384,43831,2304,1056,,,,
4,142538,Fortune Cookie,,2301,43922,2301,1150.5,,,,
3,138137,Fortune Cookie,,2300,44166,2300,1150,,,,
2,539656,Snickerdoodle,,570,44166,2280,855,,,,
3,434964,Fortune Cookie,,2255,44013,2255,1127.5,,,,
4,443447,Snickerdoodle,,562,44075,2248,843,,,,
1,807061,Chocolate Chip,,448,43983,2240,896,,,,
5,529423,Fortune Cookie,,2227.5,43831,2227.5,1113.75,,,,
2,353832,Fortune Cookie,,2214,43891,2214,1107,,,,
1,327845,Sugar,,727,43983,2181,908.75,,,,
1,444955,Fortune Cookie,,2181,44105,2181,1090.5,,,,
1,729194,White Chocolate Macadamia Nut,,362,43952,2172,995.5,,,,
1,881771,Fortune Cookie,,2157,44166,2157,1078.5,,,,
4,366159,Fortune Cookie,,2146,44075,2146,1073,,,,
2,361276,Snickerdoodle,,521,44166,2084,781.5,,,,
5,742570,Fortune Cookie,,2072,44166,2072,1036,,,,
3,725066,White Chocolate Macadamia Nut,,345,43739,2070,948.75,,,,
5,403071,White Chocolate Macadamia Nut,,344,43739,2064,946,,,,
1,148871,Oatmeal Raisin,,410,44105,2050,902,,,,
1,801641,Fortune Cookie,,2031,44105,2031,1015.5,,,,
4,574744,Fortune Cookie,,2021,44105,2021,1010.5,,,,
5,160577,Sugar,,662,43983,1986,827.5,,,,
4,757336,Fortune Cookie,,1976,44105,1976,988,,,,
5,238485,Snickerdoodle,,494,43739,1976,741,,,,
4,823953,Fortune Cookie,,1967,43891,1967,983.5,,,,
2,297812,Snickerdoodle,,490,44136,1960,735,,,,
5,570270,Fortune Cookie,,1958,43862,1958,979,,,,
3,686651,Chocolate Chip,,386,43739,1930,772,,,,
1,485947,Sugar,,641,44013,1923,801.25,,,,
2,445507,Fortune Cookie,,1901,43983,1901,950.5,,,,
3,607709,Chocolate Chip,,380,43709,1900,760,,,,
4,737790,Chocolate Chip,,380,43800,1900,760,,,,
5,138739,Fortune Cookie,,1899,43983,1899,949.5,,,,
4,362208,Sugar,,623,43709,1869,778.75,,,,
3,539522,Fortune Cookie,,1859,44044,1859,929.5,,,,
3,431913,Fortune Cookie,,1857,43770,1857,928.5,,,,
2,266313,Chocolate Chip,,367,43739,1835,734,,,,
2,898637,Chocolate Chip,,367,44013,1835,734,,,,
4,459280,Fortune Cookie,,1830,44044,1830,915,,,,
5,352793,Fortune Cookie,,1804,43770,1804,902,,,,
2,336267,Chocolate Chip,,360,44105,1800,720,,,,
5,806978,Fortune Cookie,,1797,43709,1797,898.5,,,,
5,115306,Snickerdoodle,,448,43983,1792,672,,,,
3,448428,Chocolate Chip,,357,44136,1785,714,,,,
2,433556,Fortune Cookie,,1773,43922,1773,886.5,,,,
3,676544,Snickerdoodle,,442,43709,1768,663,,,,
3,215754,Fortune Cookie,,1757,43739,1757,878.5,,,,
4,164574,Fortune Cookie,,1727,43739,1727,863.5,,,,
3,324307,Sugar,,574.5,43922,1723.5,718.125,,,,
1,423355,Oatmeal Raisin,,344,43739,1720,756.8,,,,
2,347412,Fortune Cookie,,1715,43739,1715,857.5,,,,
2,899502,Sugar,,570,44166,1710,712.5,,,,
3,494228,Fortune Cookie,,1706,44166,1706,853,,,,
2,487819,Fortune Cookie,,1666,43952,1666,833,,,,
3,878522,Sugar,,554,43831,1662,692.5,,,,
4,113657,Fortune Cookie,,1660,43770,1660,830,,,,
4,483216,Sugar,,552,44136,1656,690,,,,
2,867907,White Chocolate Macadamia Nut,,269,43739,1614,739.75,,,,
2,270516,Fortune Cookie,,1611,43800,1611,805.5,,,,
4,182735,Oatmeal Raisin,,321,43770,1605,706.2,,,,
1,326089,Fortune Cookie,,1566,44105,1566,783,,,,
1,102288,Sugar,,521,44166,1563,651.25,,,,
3,141979,Fortune Cookie,,1562,44044,1562,781,,,,
2,830819,Fortune Cookie,,1545,43983,1545,772.5,,,,
4,395290,Snickerdoodle,,386,43739,1544,579,,,,
2,581556,Oatmeal Raisin,,306,43800,1530,673.2,,,,
3,243929,Sugar,,494,43739,1482,617.5,,,,
4,414407,Sugar,,492,44013,1476,615,,,,
1,847731,White Chocolate Macadamia Nut,,245,43952,1470,673.75,,,,
5,496752,Snickerdoodle,,367,43739,1468,550.5,,,,
4,809091,Chocolate Chip,,293,44166,1465,586,,,,
2,199458,Fortune Cookie,,1460,43952,1460,730,,,,
3,266868,Chocolate Chip,,292,43862,1460,584,,,,
2,775311,White Chocolate Macadamia Nut,,241,44105,1446,662.75,,,,
4,294390,Fortune Cookie,,1403,43739,1403,701.5,,,,
3,217341,Chocolate Chip,,278,43862,1390,556,,,,
3,779079,Fortune Cookie,,1384.5,43831,1384.5,692.25,,,,
4,892418,Fortune Cookie,,1375.5,44013,1375.5,687.75,,,,
3,817134,Chocolate Chip,,274,44166,1370,548,,,,
4,605154,Fortune Cookie,,1368,43862,1368,684,,,,
4,531656,Oatmeal Raisin,,270,43862,1350,594,,,,
3,609851,Chocolate Chip,,267,43739,1335,534,,,,
3,616987,Snickerdoodle,,330,43709,1320,495,,,,
2,633142,Sugar,,436.5,44013,1309.5,545.625,,,,
3,358353,Chocolate Chip,,260,43862,1300,520,,,,
2,541297,Fortune Cookie,,1298,43862,1298,649,,,,
5,494850,Sugar,,432,44075,1296,540,,,,
3,150101,Oatmeal Raisin,,259,43891,1295,569.8,,,,
3,637451,Fortune Cookie,,1287,44166,1287,643.5,,,,
2,566983,Chocolate Chip,,257,43952,1285,514,,,,
3,781308,Fortune Cookie,,1283,43709,1283,641.5,,,,
1,173001,Fortune Cookie,,1282,43983,1282,641,,,,
1,350494,Sugar,,422,44044,1266,527.5,,,,
3,505218,Fortune Cookie,,1249,44105,1249,624.5,,,,
3,565251,Chocolate Chip,,241,44105,1205,482,,,,
5,721311,Fortune Cookie,,1199,43922,1199,599.5,,,,
1,469636,Fortune Cookie,,1186,43800,1186,593,,,,
3,150704,Fortune Cookie,,1159,43739,1159,579.5,,,,
3,464364,Sugar,,381,44044,1143,476.25,,,,
3,652401,Fortune Cookie,,1142,43983,1142,571,,,,
4,130685,Fortune Cookie,,1138,44166,1138,569,,,,
4,684001,Snickerdoodle,,280,44166,1120,420,,,,
1,830981,Fortune Cookie,,1100,43800,1100,550,,,,
4,882680,Snickerdoodle,,274,44166,1096,411,,,,
1,675035,Chocolate Chip,,218,44075,1090,436,,,,
4,881898,Sugar,,360,44105,1080,450,,,,
4,680427,Snickerdoodle,,263,43770,1052,394.5,,,,
1,581507,Sugar,,349,43709,1047,436.25,,,,
5,727045,Sugar,,341,43952,1023,426.25,,,,
1,348844,Fortune Cookie,,982.5,43831,982.5,491.25,,,,
1,503244,Fortune Cookie,,980,43922,980,490,,,,
3,440487,Fortune Cookie,,958,44044,958,479,,,,
3,203604,Fortune Cookie,,921,43891,921,460.5,,,,
1,887151,Sugar,,293,44166,879,366.25,,,,
1,893967,Snickerdoodle,,214,43739,856,321,,,,
3,528145,Sugar,,280,44166,840,350,,,,
4,340032,Sugar,,269,43739,807,336.25,,,,
1,199727,Sugar,,267,43739,801,333.75,,,,
5,454417,Sugar,,266,43800,798,332.5,,,,
4,735280,Sugar,,263,43891,789,328.75,,,,
5,121208,Fortune Cookie,,766,43831,766,383,,,,
4,594945,Fortune Cookie,,720,43709,720,360,,,,
5,711452,Fortune Cookie,,711,44166,711,355.5,,,,
5,123331,Fortune Cookie,,708,43983,708,354,,,,
3,676869,Fortune Cookie,,690,44136,690,345,,,,
3,517456,Fortune Cookie,,677,43891,677,338.5,,,,
5,625570,Fortune Cookie,,663,43739,663,331.5,,,,
4,219898,Fortune Cookie,,645,44013,645,322.5,,,,
5,827058,Sugar,,214,43739,642,267.5,,,,
3,227728,Fortune Cookie,,615,44166,615,307.5,,,,
5,280321,Fortune Cookie,,604,43983,604,302,,,,
2,894001,Fortune Cookie,,546,44105,546,273,,,,
2,154432,Fortune Cookie,,544,44075,544,272,,,,
5,119754,Fortune Cookie,,488,43862,488,244,,,,
2,397049,Fortune Cookie,,388,44075,388,194,,,,
5,439030,Fortune Cookie,,345,43739,345,172.5,,,,
5,254540,Fortune Cookie,,334,43800,334,167,,,,
2,503591,Fortune Cookie,,322,43709,322,161,,,,
4,715966,Fortune Cookie,,293,43862,293,146.5,,,,
2,205221,Fortune Cookie,,200,43952,200,100,,,,
